Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,Store State
OD2455,Kumar,Snacks,Cookies,Coimbatore,17-03-2017,South,"? 1,923.00",23.00%,? 576.90,Tamil Nadu
OD2456,James,Bakery,Breads & Buns,Kanyakumari,10-09-2018,South,? 732.00,15.00%,? 300.12,Tamil Nadu
OD2457,Arutra,Bakery,Breads & Buns,Krishnagiri,07-09-2016,South,"? 1,254.00",23.00%,? 313.50,Tamil Nadu
OD2458,Peer,"Eggs, Meat & Fish",Eggs,Theni,17-03-2017,South,"? 1,607.00",16.00%,? 594.59,Tamil Nadu
OD2459,Alan,Food Grains,Rice,Viluppuram,21-04-2017,South,"? 1,687.00",32.00%,? 101.22,Tamil Nadu
OD2460,Shree,Beverages,Health Drinks,Cumbum,14-09-2018,South,"? 1,805.00",30.00%,? 433.20,Tamil Nadu
OD2461,Peer,"Eggs, Meat & Fish",Mutton,Perambalur,10-12-2018,South,"? 2,089.00",32.00%,? 396.91,Tamil Nadu
OD2462,Krithika,Fruits & Veggies,Organic Fruits,Ooty,05-03-2016,South,"? 2,126.00",13.00%,? 403.94,Tamil Nadu
OD2463,Peer,Food Grains,Organic Staples,Kanyakumari,25-09-2016,South,"? 2,278.00",13.00%,"? 1,025.10",Tamil Nadu
OD2464,Vinne,Food Grains,Atta & Flour,Viluppuram,16-11-2018,South,"? 1,059.00",35.00%,? 254.16,Tamil Nadu
OD2465,Shree,Oil & Masala,Edible Oil & Ghee,Chennai,31-07-2016,South,? 795.00,26.00%,? 325.95,Tamil Nadu
OD2466,Amy,Snacks,Chocolates,Namakkal,04-06-2017,South,"? 1,306.00",11.00%,? 130.60,Tamil Nadu
OD2467,Mathew,Fruits & Veggies,Fresh Vegetables,Tenkasi,02-05-2017,South,"? 1,079.00",32.00%,? 151.06,Tamil Nadu
OD2468,Sundar,Beverages,Health Drinks,Coimbatore,26-11-2015,South,"? 2,147.00",16.00%,? 923.21,Tamil Nadu
OD2469,Peer,Food Grains,Dals & Pulses,Ooty,23-08-2015,South,? 679.00,25.00%,? 210.49,Tamil Nadu
OD2470,Sabeela,Bakery,Breads & Buns,Coimbatore,23-08-2015,South,"? 1,652.00",35.00%,? 644.28,Tamil Nadu
OD2471,Vidya,Oil & Masala,Spices,Ooty,05-03-2016,South,"? 1,423.00",28.00%,? 583.43,Tamil Nadu
OD2472,Rumaiza,Food Grains,Organic Staples,Krishnagiri,17-03-2017,South,"? 1,046.00",27.00%,? 135.98,Tamil Nadu
OD2473,Arvind,Bakery,Cakes,Karur,03-09-2015,South,"? 1,526.00",22.00%,? 595.14,Tamil Nadu
OD2474,Jonas,Bakery,Cakes,Salem,10-12-2018,South,"? 1,541.00",29.00%,? 169.51,Tamil Nadu
OD2475,Komal,Beverages,Health Drinks,Cumbum,14-09-2015,South,"? 2,472.00",17.00%,? 939.36,Tamil Nadu
OD2476,James,Oil & Masala,Edible Oil & Ghee,Vellore,21-04-2017,South,"? 1,233.00",21.00%,? 61.65,Tamil Nadu
OD2477,Esther,"Eggs, Meat & Fish",Fish,Vellore,26-11-2015,South,"? 1,399.00",30.00%,? 475.66,Tamil Nadu
OD2478,Anu,Beverages,Soft Drinks,Kanyakumari,14-09-2015,South,"? 2,239.00",25.00%,? 492.58,Tamil Nadu
OD2479,Jonas,Snacks,Cookies,Karur,24-09-2016,South,"? 1,992.00",24.00%,? 458.16,Tamil Nadu
OD2480,Malik,Oil & Masala,Spices,Ooty,20-07-2015,South,"? 2,429.00",19.00%,? 825.86,Tamil Nadu
OD2481,Shah,Oil & Masala,Masalas,Cumbum,03-10-2015,South,"? 2,455.00",16.00%,? 368.25,Tamil Nadu
OD2482,Amrish,Bakery,Breads & Buns,Pudukottai,24-09-2016,South,"? 2,285.00",11.00%,? 776.90,Tamil Nadu
OD2483,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,08-05-2017,South,"? 1,797.00",29.00%,? 610.98,Tamil Nadu
OD2484,Arvind,Oil & Masala,Edible Oil & Ghee,Tenkasi,08-05-2017,South,? 649.00,22.00%,? 181.72,Tamil Nadu
OD2485,Jonas,Beverages,Soft Drinks,Salem,26-07-2016,South,"? 2,500.00",34.00%,? 175.00,Tamil Nadu
OD2486,Ridhesh,Beverages,Health Drinks,Vellore,08-05-2017,South,"? 2,100.00",14.00%,? 399.00,Tamil Nadu
OD2487,Sundar,Snacks,Cookies,Tenkasi,24-09-2016,South,"? 1,415.00",15.00%,? 169.80,Tamil Nadu
OD2488,Rumaiza,Snacks,Chocolates,Namakkal,16-03-2018,South,"? 2,266.00",16.00%,? 317.24,Tamil Nadu
OD2489,Sharon,Bakery,Biscuits,Coimbatore,02-05-2015,South,"? 2,463.00",13.00%,? 714.27,Tamil Nadu
OD2490,Sabeela,"Eggs, Meat & Fish",Eggs,Nagercoil,02-05-2017,South,"? 2,136.00",16.00%,? 833.04,Tamil Nadu
OD2491,Vince,Food Grains,Rice,Salem,26-11-2015,South,"? 2,171.00",23.00%,? 868.40,Tamil Nadu
OD2492,Hafiz,Oil & Masala,Spices,Pudukottai,09-11-2016,South,"? 2,202.00",19.00%,? 748.68,Tamil Nadu
OD2493,Arutra,Oil & Masala,Masalas,Pudukottai,08-05-2017,South,"? 1,657.00",10.00%,? 182.27,Tamil Nadu
OD2494,Suresh,Snacks,Chocolates,Coimbatore,26-11-2015,South,? 563.00,33.00%,? 157.64,Tamil Nadu
OD2495,Vidya,Fruits & Veggies,Fresh Fruits,Kanyakumari,24-09-2016,South,? 710.00,22.00%,? 312.40,Tamil Nadu
OD2496,Anu,Beverages,Health Drinks,Vellore,25-05-2018,South,"? 1,775.00",20.00%,? 266.25,Tamil Nadu
OD2497,Shah,Beverages,Soft Drinks,Dindigul,03-10-2015,South,? 963.00,29.00%,? 144.45,Tamil Nadu
OD2498,Kumar,Beverages,Soft Drinks,Vellore,10-06-2018,South,"? 1,266.00",22.00%,? 557.04,Tamil Nadu
OD2499,Akash,Snacks,Noodles,Chennai,06-12-2016,South,? 874.00,12.00%,? 384.56,Tamil Nadu
OD2500,Sudeep,Snacks,Noodles,Krishnagiri,31-03-2015,South,"? 2,330.00",27.00%,? 885.40,Tamil Nadu
OD2501,Adavan,Beverages,Health Drinks,Kanyakumari,10-10-2015,South,"? 2,440.00",24.00%,? 512.40,Tamil Nadu
OD2502,Willams,Food Grains,Organic Staples,Pudukottai,25-09-2016,South,"? 2,174.00",25.00%,? 782.64,Tamil Nadu
OD2503,Komal,Fruits & Veggies,Fresh Vegetables,Dharmapuri,16-03-2018,South,"? 1,418.00",17.00%,? 326.14,Tamil Nadu
OD2504,Vidya,Food Grains,Dals & Pulses,Perambalur,20-07-2015,South,"? 2,134.00",32.00%,? 960.30,Tamil Nadu
OD2505,Suresh,Beverages,Soft Drinks,Theni,24-09-2016,South,"? 1,833.00",32.00%,? 696.54,Tamil Nadu
OD2506,Roshan,Fruits & Veggies,Organic Fruits,Coimbatore,13-08-2017,South,"? 1,087.00",18.00%,? 108.70,Tamil Nadu
OD2507,Esther,"Eggs, Meat & Fish",Fish,Kanyakumari,01-07-2017,South,"? 2,439.00",23.00%,? 512.19,Tamil Nadu
OD2508,Roshan,Food Grains,Atta & Flour,Theni,01-07-2017,South,? 880.00,15.00%,? 61.60,Tamil Nadu
OD2509,Verma,Fruits & Veggies,Fresh Fruits,Karur,01-07-2017,South,"? 1,232.00",30.00%,? 492.80,Tamil Nadu
OD2510,Haseena,Food Grains,Rice,Ramanadhapuram,24-10-2015,South,? 801.00,26.00%,? 264.33,Tamil Nadu
OD2511,Amy,Beverages,Health Drinks,Madurai,22-05-2017,South,"? 2,087.00",15.00%,? 918.28,Tamil Nadu
OD2512,Surya,"Eggs, Meat & Fish",Chicken,Dindigul,07-02-2017,South,? 704.00,18.00%,? 112.64,Tamil Nadu
OD2513,Amrish,Fruits & Veggies,Organic Vegetables,Kanyakumari,19-05-2018,South,"? 1,844.00",27.00%,? 331.92,Tamil Nadu
OD2514,Surya,Snacks,Chocolates,Nagercoil,04-03-2015,South,"? 1,304.00",24.00%,? 417.28,Tamil Nadu
OD2515,Akash,Fruits & Veggies,Organic Fruits,Pudukottai,20-10-2018,South,? 925.00,19.00%,? 379.25,Tamil Nadu
OD2516,Shah,Food Grains,Organic Staples,Ooty,20-10-2018,South,? 807.00,24.00%,? 347.01,Tamil Nadu
OD2517,Rumaiza,Snacks,Chocolates,Madurai,23-10-2016,South,? 735.00,10.00%,? 286.65,Tamil Nadu
OD2518,Shah,Beverages,Health Drinks,Tenkasi,31-03-2015,South,? 989.00,21.00%,? 207.69,Tamil Nadu
OD2519,Sudeep,Food Grains,Atta & Flour,Krishnagiri,08-07-2017,South,"? 2,412.00",13.00%,? 940.68,Tamil Nadu
OD2520,Sundar,Fruits & Veggies,Fresh Vegetables,Pudukottai,20-10-2018,South,? 793.00,28.00%,? 333.06,Tamil Nadu
OD2521,Hafiz,Bakery,Breads & Buns,Ramanadhapuram,31-05-2016,South,? 959.00,34.00%,? 115.08,Tamil Nadu
OD2522,Shree,Food Grains,Dals & Pulses,Virudhunagar,11-12-2017,South,? 784.00,21.00%,? 164.64,Tamil Nadu
OD2523,Ravi,Snacks,Chocolates,Ooty,02-06-2018,South,"? 1,073.00",12.00%,? 311.17,Tamil Nadu
OD2524,Arutra,"Eggs, Meat & Fish",Chicken,Chennai,16-08-2018,South,? 517.00,12.00%,? 155.10,Tamil Nadu
OD2525,Verma,Bakery,Cakes,Krishnagiri,28-07-2015,South,"? 1,745.00",16.00%,? 244.30,Tamil Nadu
OD2526,Arvind,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,06-05-2018,South,? 771.00,14.00%,? 185.04,Tamil Nadu
OD2527,Alan,Fruits & Veggies,Organic Fruits,Dindigul,28-07-2015,South,"? 1,726.00",33.00%,? 776.70,Tamil Nadu
OD2528,Yusuf,Oil & Masala,Masalas,Dindigul,30-06-2015,South,"? 1,897.00",30.00%,? 455.28,Tamil Nadu
OD2529,Vince,"Eggs, Meat & Fish",Eggs,Namakkal,22-03-2016,South,"? 2,404.00",33.00%,"? 1,033.72",Tamil Nadu
OD2530,Aditi,Snacks,Noodles,Tirunelveli,16-08-2018,South,? 907.00,32.00%,? 199.54,Tamil Nadu
OD2531,Ravi,Fruits & Veggies,Organic Vegetables,Nagercoil,28-10-2017,South,"? 1,905.00",34.00%,? 495.30,Tamil Nadu
OD2532,Amrish,Oil & Masala,Spices,Salem,31-03-2015,South,? 640.00,23.00%,? 102.40,Tamil Nadu
OD2533,Esther,"Eggs, Meat & Fish",Mutton,Krishnagiri,06-05-2018,South,"? 2,260.00",24.00%,? 542.40,Tamil Nadu
OD2534,Veronica,Bakery,Cakes,Dharmapuri,21-07-2018,South,"? 1,872.00",18.00%,? 149.76,Tamil Nadu
OD2535,Muneer,Food Grains,Atta & Flour,Karur,11-12-2017,South,"? 2,111.00",26.00%,? 232.21,Tamil Nadu
OD2536,Haseena,Food Grains,Dals & Pulses,Dharmapuri,31-10-2016,South,"? 2,323.00",31.00%,"? 1,045.35",Tamil Nadu
OD2537,Sudeep,Oil & Masala,Spices,Tirunelveli,24-11-2018,South,"? 2,396.00",17.00%,? 431.28,Tamil Nadu
OD2538,Sundar,Food Grains,Organic Staples,Salem,13-09-2015,South,"? 1,479.00",13.00%,? 354.96,Tamil Nadu
OD2539,Amy,Beverages,Health Drinks,Karur,22-10-2017,South,"? 1,474.00",23.00%,? 619.08,Tamil Nadu
OD2540,Vinne,Snacks,Noodles,Karur,11-12-2017,South,"? 2,495.00",31.00%,? 499.00,Tamil Nadu
OD2541,Amrish,Food Grains,Rice,Madurai,13-09-2015,South,? 984.00,13.00%,? 314.88,Tamil Nadu
OD2542,Vidya,"Eggs, Meat & Fish",Mutton,Kanyakumari,11-12-2017,South,"? 1,282.00",31.00%,? 461.52,Tamil Nadu
OD2543,Harish,Bakery,Cakes,Vellore,30-03-2018,South,? 607.00,19.00%,? 157.82,Tamil Nadu
OD2544,Veena,Fruits & Veggies,Fresh Vegetables,Vellore,04-06-2016,South,? 888.00,18.00%,? 71.04,Tamil Nadu
OD2545,Esther,Oil & Masala,Edible Oil & Ghee,Virudhunagar,04-06-2016,South,? 512.00,15.00%,? 71.68,Tamil Nadu
OD2546,Shah,Food Grains,Dals & Pulses,Dindigul,08-10-2017,South,? 696.00,20.00%,? 118.32,Tamil Nadu
OD2547,Muneer,Snacks,Chocolates,Perambalur,17-09-2018,South,"? 1,499.00",28.00%,? 119.92,Tamil Nadu
OD2548,Esther,Food Grains,Rice,Vellore,17-10-2016,South,"? 1,925.00",27.00%,? 500.50,Tamil Nadu
OD2549,Sabeela,Food Grains,Rice,Perambalur,31-10-2016,South,? 670.00,15.00%,? 154.10,Tamil Nadu
OD2550,Malik,Fruits & Veggies,Organic Vegetables,Virudhunagar,30-01-2018,South,"? 2,147.00",23.00%,? 493.81,Tamil Nadu
OD2551,Ram,"Eggs, Meat & Fish",Eggs,Krishnagiri,13-09-2015,South,"? 1,152.00",22.00%,? 414.72,Tamil Nadu
OD2552,Esther,Beverages,Health Drinks,Chennai,31-10-2016,South,"? 1,136.00",29.00%,? 454.40,Tamil Nadu
OD2553,Arvind,"Eggs, Meat & Fish",Eggs,Madurai,13-08-2018,South,"? 2,464.00",22.00%,? 813.12,Tamil Nadu
OD2554,Amrish,Beverages,Soft Drinks,Dindigul,22-10-2017,South,"? 1,911.00",17.00%,? 114.66,Tamil Nadu
OD2555,Adavan,Food Grains,Organic Staples,Bodi,26-09-2017,South,"? 2,459.00",24.00%,? 786.88,Tamil Nadu
OD2556,Jonas,Fruits & Veggies,Organic Vegetables,Bodi,11-05-2018,South,"? 2,361.00",23.00%,? 708.30,Tamil Nadu
OD2557,Ram,Oil & Masala,Spices,Vellore,11-06-2018,South,"? 2,245.00",11.00%,? 359.20,Tamil Nadu
OD2558,Aditi,Beverages,Health Drinks,Viluppuram,19-10-2015,South,"? 2,290.00",17.00%,? 755.70,Tamil Nadu
OD2559,Haseena,Bakery,Breads & Buns,Tenkasi,03-12-2018,South,"? 1,666.00",26.00%,? 299.88,Tamil Nadu
OD2560,Sharon,Bakery,Biscuits,Namakkal,11-09-2018,South,"? 2,002.00",27.00%,? 440.44,Tamil Nadu
OD2561,Hussain,Food Grains,Atta & Flour,Dharmapuri,11-12-2017,South,"? 1,097.00",20.00%,? 131.64,Tamil Nadu
OD2562,Haseena,Food Grains,Atta & Flour,Dindigul,26-09-2017,South,"? 1,301.00",20.00%,? 169.13,Tamil Nadu
OD2563,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,13-08-2018,South,"? 1,958.00",18.00%,? 215.38,Tamil Nadu
OD2564,Ravi,Oil & Masala,Edible Oil & Ghee,Namakkal,13-12-2018,South,? 683.00,31.00%,? 184.41,Tamil Nadu
OD2565,Ganesh,Snacks,Noodles,Karur,31-10-2016,South,"? 2,171.00",17.00%,? 434.20,Tamil Nadu
OD2566,Amrish,Bakery,Breads & Buns,Bodi,04-11-2017,South,"? 1,344.00",28.00%,? 188.16,Tamil Nadu
OD2567,Sheeba,Fruits & Veggies,Organic Vegetables,Madurai,05-11-2016,South,"? 1,790.00",17.00%,? 393.80,Tamil Nadu
OD2568,Veena,Food Grains,Organic Staples,Nagercoil,13-08-2018,South,"? 1,768.00",18.00%,? 88.40,Tamil Nadu
OD2569,Haseena,Oil & Masala,Spices,Kanyakumari,11-09-2018,South,"? 1,355.00",18.00%,? 311.65,Tamil Nadu
OD2570,Vidya,Beverages,Soft Drinks,Dindigul,26-09-2017,South,? 734.00,22.00%,? 176.16,Tamil Nadu
OD2571,Peer,Bakery,Biscuits,Ooty,31-10-2016,South,? 790.00,15.00%,? 110.60,Tamil Nadu
OD2572,Willams,Food Grains,Atta & Flour,Salem,13-09-2015,South,"? 2,206.00",30.00%,? 176.48,Tamil Nadu
OD2573,Amy,Bakery,Cakes,Trichy,26-09-2017,South,"? 2,216.00",24.00%,? 642.64,Tamil Nadu
OD2574,Adavan,Fruits & Veggies,Organic Vegetables,Karur,11-05-2018,South,"? 1,702.00",31.00%,? 374.44,Tamil Nadu
OD2575,Sabeela,Food Grains,Dals & Pulses,Vellore,13-08-2018,South,"? 1,753.00",17.00%,? 280.48,Tamil Nadu
OD2576,Ganesh,Snacks,Chocolates,Karur,05-04-2016,South,"? 1,511.00",23.00%,? 468.41,Tamil Nadu
OD2577,Veena,Oil & Masala,Masalas,Dharmapuri,11-09-2018,South,"? 1,027.00",22.00%,? 92.43,Tamil Nadu
OD2578,James,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,11-12-2017,South,"? 1,746.00",10.00%,? 174.60,Tamil Nadu
OD2579,Mathew,Fruits & Veggies,Organic Fruits,Dindigul,08-08-2016,South,"? 1,278.00",17.00%,? 319.50,Tamil Nadu
OD2580,Adavan,Fruits & Veggies,Organic Fruits,Chennai,08-08-2016,South,? 585.00,26.00%,? 175.50,Tamil Nadu
OD2581,Esther,Oil & Masala,Edible Oil & Ghee,Theni,11-05-2018,South,"? 1,083.00",25.00%,? 108.30,Tamil Nadu
OD2582,Sundar,"Eggs, Meat & Fish",Chicken,Chennai,11-12-2017,South,"? 1,638.00",27.00%,? 196.56,Tamil Nadu
OD2583,Sudeep,"Eggs, Meat & Fish",Chicken,Theni,31-10-2016,South,"? 2,452.00",27.00%,? 539.44,Tamil Nadu
OD2584,Roshan,Fruits & Veggies,Fresh Vegetables,Theni,16-10-2015,South,"? 1,030.00",28.00%,? 144.20,Tamil Nadu
OD2585,Arutra,Snacks,Chocolates,Dindigul,05-11-2016,South,"? 2,002.00",18.00%,? 740.74,Tamil Nadu
OD2586,Amy,Fruits & Veggies,Fresh Fruits,Salem,14-04-2017,South,? 782.00,14.00%,? 273.70,Tamil Nadu
OD2587,Kumar,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,11-12-2017,South,"? 1,757.00",13.00%,? 404.11,Tamil Nadu
OD2588,Jonas,Bakery,Cakes,Salem,18-11-2017,South,? 639.00,28.00%,? 261.99,Tamil Nadu
OD2589,Veronica,Fruits & Veggies,Organic Fruits,Dharmapuri,11-09-2018,South,"? 1,279.00",33.00%,? 76.74,Tamil Nadu
OD2590,Sudeep,Fruits & Veggies,Organic Vegetables,Trichy,11-12-2017,South,"? 1,495.00",15.00%,? 478.40,Tamil Nadu
OD2591,Muneer,Food Grains,Dals & Pulses,Chennai,21-06-2015,South,"? 2,370.00",32.00%,? 568.80,Tamil Nadu
OD2592,Veronica,Food Grains,Dals & Pulses,Bodi,08-03-2017,South,"? 2,437.00",17.00%,? 243.70,Tamil Nadu
OD2593,Akash,Food Grains,Rice,Theni,22-06-2015,South,"? 1,173.00",32.00%,? 129.03,Tamil Nadu
OD2594,Surya,Food Grains,Organic Staples,Trichy,10-07-2016,South,"? 1,561.00",27.00%,? 249.76,Tamil Nadu
OD2595,Shah,"Eggs, Meat & Fish",Eggs,Ooty,02-12-2018,South,"? 1,471.00",21.00%,? 88.26,Tamil Nadu
OD2596,Willams,Snacks,Noodles,Tirunelveli,21-06-2015,South,? 615.00,15.00%,? 92.25,Tamil Nadu
OD2597,Komal,Bakery,Breads & Buns,Vellore,20-07-2016,South,"? 2,259.00",35.00%,? 384.03,Tamil Nadu
OD2598,Ravi,Food Grains,Atta & Flour,Theni,29-01-2018,South,"? 2,437.00",11.00%,? 121.85,Tamil Nadu
OD2599,Arvind,Fruits & Veggies,Fresh Vegetables,Dharmapuri,10-09-2018,South,"? 2,266.00",34.00%,? 181.28,Tamil Nadu
OD2600,Surya,Beverages,Soft Drinks,Karur,23-07-2018,South,"? 1,791.00",21.00%,? 770.13,Tamil Nadu
OD2601,Malik,Food Grains,Organic Staples,Vellore,05-04-2015,South,? 985.00,14.00%,? 443.25,Tamil Nadu
OD2602,Ravi,Food Grains,Atta & Flour,Salem,12-10-2016,South,? 588.00,32.00%,? 129.36,Tamil Nadu
OD2603,Shree,Snacks,Noodles,Tirunelveli,11-02-2015,South,"? 1,695.00",23.00%,? 762.75,Tamil Nadu
OD2604,Sheeba,Food Grains,Rice,Madurai,03-09-2016,South,"? 2,478.00",14.00%,? 594.72,Tamil Nadu
OD2605,Sabeela,Beverages,Health Drinks,Viluppuram,20-07-2016,South,? 548.00,22.00%,? 49.32,Tamil Nadu
OD2606,Yusuf,Bakery,Breads & Buns,Tenkasi,29-01-2018,South,"? 1,467.00",32.00%,? 396.09,Tamil Nadu
OD2607,Surya,Snacks,Cookies,Viluppuram,18-09-2018,South,? 915.00,14.00%,? 256.20,Tamil Nadu
OD2608,Haseena,Beverages,Health Drinks,Viluppuram,07-09-2015,South,? 916.00,19.00%,? 219.84,Tamil Nadu
OD2609,Veronica,Oil & Masala,Masalas,Kanyakumari,15-09-2016,South,"? 1,034.00",15.00%,? 341.22,Tamil Nadu
OD2610,Amrish,"Eggs, Meat & Fish",Fish,Dharmapuri,11-02-2015,South,"? 1,772.00",30.00%,? 230.36,Tamil Nadu
OD2611,Veronica,Beverages,Health Drinks,Krishnagiri,10-09-2018,South,"? 1,999.00",25.00%,? 359.82,Tamil Nadu
OD2612,Sheeba,Bakery,Biscuits,Kanyakumari,05-04-2015,South,"? 2,052.00",26.00%,? 143.64,Tamil Nadu
OD2613,Arvind,Bakery,Breads & Buns,Viluppuram,20-05-2018,South,? 728.00,18.00%,? 94.64,Tamil Nadu
OD2614,Sharon,Bakery,Breads & Buns,Karur,11-02-2015,South,"? 1,151.00",30.00%,? 368.32,Tamil Nadu
OD2615,Vince,"Eggs, Meat & Fish",Chicken,Coimbatore,10-09-2018,South,"? 2,134.00",20.00%,? 533.50,Tamil Nadu
OD2616,Krithika,Bakery,Cakes,Nagercoil,10-09-2018,South,? 864.00,11.00%,? 267.84,Tamil Nadu
OD2617,Surya,Oil & Masala,Edible Oil & Ghee,Krishnagiri,07-09-2015,South,? 687.00,34.00%,? 103.05,Tamil Nadu
OD2618,Akash,Oil & Masala,Edible Oil & Ghee,Kanyakumari,27-02-2017,South,"? 2,342.00",32.00%,? 608.92,Tamil Nadu
OD2619,Sheeba,Fruits & Veggies,Organic Fruits,Tenkasi,03-08-2017,South,"? 1,090.00",28.00%,? 316.10,Tamil Nadu
OD2620,Ridhesh,Fruits & Veggies,Fresh Fruits,Karur,20-05-2018,South,"? 1,334.00",13.00%,? 413.54,Tamil Nadu
OD2621,Ram,Snacks,Chocolates,Theni,11-02-2015,South,"? 2,261.00",33.00%,? 610.47,Tamil Nadu
OD2622,Komal,Snacks,Chocolates,Vellore,09-12-2018,South,"? 2,220.00",15.00%,? 865.80,Tamil Nadu
OD2623,Shree,Fruits & Veggies,Organic Fruits,Salem,10-09-2018,South,"? 2,451.00",14.00%,? 416.67,Tamil Nadu
OD2624,Verma,Bakery,Breads & Buns,Kanyakumari,11-11-2018,South,"? 2,284.00",24.00%,? 296.92,Tamil Nadu
OD2625,Adavan,Snacks,Chocolates,Salem,20-05-2018,South,"? 2,234.00",21.00%,? 580.84,Tamil Nadu
OD2626,James,Bakery,Breads & Buns,Dindigul,13-08-2016,South,"? 2,048.00",28.00%,? 102.40,Tamil Nadu
OD2627,Sabeela,Beverages,Soft Drinks,Coimbatore,09-12-2018,South,"? 2,053.00",13.00%,? 246.36,Tamil Nadu
OD2628,Harish,Beverages,Soft Drinks,Perambalur,16-01-2018,South,"? 1,520.00",12.00%,? 182.40,Tamil Nadu
OD2629,Yusuf,Fruits & Veggies,Fresh Fruits,Bodi,20-05-2018,South,"? 1,317.00",23.00%,? 474.12,Tamil Nadu
OD2630,Hussain,Beverages,Soft Drinks,Viluppuram,21-11-2016,South,? 705.00,32.00%,? 289.05,Tamil Nadu
OD2631,Ganesh,Bakery,Cakes,Vellore,09-12-2018,South,"? 1,248.00",15.00%,? 424.32,Tamil Nadu
OD2632,Veena,Oil & Masala,Masalas,Pudukottai,05-04-2015,South,"? 1,143.00",19.00%,? 457.20,Tamil Nadu
OD2633,Peer,"Eggs, Meat & Fish",Mutton,Trichy,01-04-2018,South,"? 1,455.00",13.00%,? 116.40,Tamil Nadu
OD2634,Sheeba,Food Grains,Dals & Pulses,Virudhunagar,20-07-2016,South,"? 2,190.00",30.00%,? 350.40,Tamil Nadu
OD2635,Vidya,Fruits & Veggies,Organic Fruits,Dindigul,29-01-2018,South,? 711.00,35.00%,? 170.64,Tamil Nadu
OD2636,Amrish,Food Grains,Dals & Pulses,Bodi,10-09-2018,South,"? 2,174.00",20.00%,? 673.94,Tamil Nadu
OD2637,Krithika,Fruits & Veggies,Organic Fruits,Cumbum,20-12-2017,South,? 993.00,24.00%,? 178.74,Tamil Nadu
OD2638,Vinne,"Eggs, Meat & Fish",Eggs,Nagercoil,29-03-2018,South,"? 1,976.00",25.00%,? 889.20,Tamil Nadu
OD2639,Willams,"Eggs, Meat & Fish",Mutton,Pudukottai,20-07-2016,South,"? 1,671.00",22.00%,? 100.26,Tamil Nadu
OD2640,Sharon,Bakery,Breads & Buns,Ooty,21-11-2016,South,? 943.00,21.00%,? 339.48,Tamil Nadu
OD2641,Mathew,Snacks,Cookies,Kanyakumari,05-04-2015,South,"? 1,495.00",15.00%,? 224.25,Tamil Nadu
OD2642,Komal,"Eggs, Meat & Fish",Chicken,Namakkal,01-04-2018,South,"? 1,436.00",11.00%,? 560.04,Tamil Nadu
OD2643,Vidya,Beverages,Health Drinks,Ooty,20-07-2016,South,"? 1,545.00",25.00%,? 355.35,Tamil Nadu
OD2644,Malik,Snacks,Noodles,Viluppuram,16-01-2018,South,"? 1,188.00",35.00%,? 368.28,Tamil Nadu
OD2645,Komal,Beverages,Soft Drinks,Virudhunagar,15-09-2016,South,"? 1,081.00",27.00%,? 345.92,Tamil Nadu
OD2646,Shah,Bakery,Biscuits,Nagercoil,09-04-2018,South,"? 1,595.00",17.00%,? 159.50,Tamil Nadu
OD2647,Verma,Food Grains,Dals & Pulses,Vellore,20-05-2018,South,"? 2,218.00",17.00%,? 842.84,Tamil Nadu
OD2648,Surya,"Eggs, Meat & Fish",Eggs,Cumbum,13-09-2016,South,"? 1,787.00",22.00%,? 107.22,Tamil Nadu
OD2649,Rumaiza,Oil & Masala,Edible Oil & Ghee,Kanyakumari,18-05-2015,South,"? 1,734.00",21.00%,? 329.46,Tamil Nadu
OD2650,Sharon,Beverages,Soft Drinks,Ooty,21-05-2015,South,? 593.00,28.00%,? 41.51,Tamil Nadu
OD2651,Aditi,Oil & Masala,Edible Oil & Ghee,Salem,22-07-2015,South,"? 1,878.00",10.00%,? 319.26,Tamil Nadu
OD2652,Sharon,Snacks,Noodles,Madurai,28-09-2018,South,? 521.00,11.00%,? 177.14,Tamil Nadu
OD2653,Amrish,Food Grains,Rice,Trichy,19-11-2018,South,"? 1,149.00",35.00%,? 195.33,Tamil Nadu
OD2654,Adavan,Food Grains,Dals & Pulses,Tenkasi,13-12-2015,South,? 805.00,16.00%,? 177.10,Tamil Nadu
OD2655,Ridhesh,"Eggs, Meat & Fish",Mutton,Vellore,02-01-2018,South,"? 2,066.00",21.00%,? 723.10,Tamil Nadu
OD2656,Harish,Fruits & Veggies,Organic Vegetables,Tirunelveli,19-01-2018,South,"? 2,085.00",19.00%,? 646.35,Tamil Nadu
OD2657,Surya,"Eggs, Meat & Fish",Eggs,Krishnagiri,17-06-2015,South,"? 1,990.00",24.00%,? 179.10,Tamil Nadu
OD2658,Sharon,Bakery,Breads & Buns,Trichy,25-03-2018,South,"? 2,351.00",24.00%,"? 1,034.44",Tamil Nadu
OD2659,Anu,"Eggs, Meat & Fish",Chicken,Bodi,05-03-2016,South,"? 1,381.00",33.00%,? 524.78,Tamil Nadu
OD2660,Hafiz,Oil & Masala,Spices,Namakkal,12-07-2016,South,"? 1,413.00",32.00%,? 113.04,Tamil Nadu
